id,base_id,attribute,truth,truth_source,prediction,baseline,correct,needs_evidence,current_value,base_value,preferred_sources,layer,query,priority,priority_bucket,case_type_guess,identity_label_guess,website_label_guess,difficulty
08f1eb535017124e034ea6a8818ccedc,f81b31e7be7c495d3d608265,website,https://www.istitutofigliedisanfrancesco.org/scuola-infanzia-pisa/,current,http://www.fismpisa.it,hybrid,False,True,https://www.istitutofigliedisanfrancesco.org/scuola-infanzia-pisa/,http://www.fismpisa.it,"official_site,government,business_registry",official,-site:yelp.com -site:tripadvisor.com -site:facebook.com -site:instagram.com -site:doordash.com -site:ubereats.com -site:grubhub.com,baseline_wrong,P0_WEBSITE_BASELINE_WRONG,WEBSITE_BASELINE_WRONG,,AMBIGUOUS_WEBSITE,HARD
08f1eb535017124e034ea6a8818ccedc,f81b31e7be7c495d3d608265,website,https://www.istitutofigliedisanfrancesco.org/scuola-infanzia-pisa/,current,http://www.fismpisa.it,hybrid,False,True,https://www.istitutofigliedisanfrancesco.org/scuola-infanzia-pisa/,http://www.fismpisa.it,"official_site,government,business_registry",official,intitle:  contact OR locations -site:yelp.com -site:tripadvisor.com -site:facebook.com -site:instagram.com -site:doordash.com -site:ubereats.com -site:grubhub.com,baseline_wrong,P0_WEBSITE_BASELINE_WRONG,WEBSITE_BASELINE_WRONG,,AMBIGUOUS_WEBSITE,HARD
08f1eb535017124e034ea6a8818ccedc,f81b31e7be7c495d3d608265,website,https://www.istitutofigliedisanfrancesco.org/scuola-infanzia-pisa/,current,http://www.fismpisa.it,hybrid,False,True,https://www.istitutofigliedisanfrancesco.org/scuola-infanzia-pisa/,http://www.fismpisa.it,"official_site,government,business_registry",official,inurl:locations   contact,baseline_wrong,P0_WEBSITE_BASELINE_WRONG,WEBSITE_BASELINE_WRONG,,AMBIGUOUS_WEBSITE,HARD
08f1eb535017124e034ea6a8818ccedc,f81b31e7be7c495d3d608265,website,https://www.istitutofigliedisanfrancesco.org/scuola-infanzia-pisa/,current,http://www.fismpisa.it,hybrid,False,True,https://www.istitutofigliedisanfrancesco.org/scuola-infanzia-pisa/,http://www.fismpisa.it,"official_site,government,business_registry",official,official website -site:yelp.com -site:tripadvisor.com -site:facebook.com -site:instagram.com -site:doordash.com -site:ubereats.com -site:grubhub.com,baseline_wrong,P0_WEBSITE_BASELINE_WRONG,WEBSITE_BASELINE_WRONG,,AMBIGUOUS_WEBSITE,HARD
08f1eb535017124e034ea6a8818ccedc,f81b31e7be7c495d3d608265,website,https://www.istitutofigliedisanfrancesco.org/scuola-infanzia-pisa/,current,http://www.fismpisa.it,hybrid,False,True,https://www.istitutofigliedisanfrancesco.org/scuola-infanzia-pisa/,http://www.fismpisa.it,"official_site,government,business_registry",official,site:.gov   business license OR registry,baseline_wrong,P0_WEBSITE_BASELINE_WRONG,WEBSITE_BASELINE_WRONG,,AMBIGUOUS_WEBSITE,HARD
08f1eb535017124e034ea6a8818ccedc,f81b31e7be7c495d3d608265,website,https://www.istitutofigliedisanfrancesco.org/scuola-infanzia-pisa/,current,http://www.fismpisa.it,hybrid,False,True,https://www.istitutofigliedisanfrancesco.org/scuola-infanzia-pisa/,http://www.fismpisa.it,"official_site,government,business_registry",official,site:bbb.org,baseline_wrong,P0_WEBSITE_BASELINE_WRONG,WEBSITE_BASELINE_WRONG,,AMBIGUOUS_WEBSITE,HARD
08f1ecba4972b364039b1dc77b0a0124,53ac511e498e02dbfa7eb179,website,http://www.ozdemiroglubalkava.com/,current,http://www.ozdemiroglubaklava.com,hybrid,False,True,http://www.ozdemiroglubalkava.com/,http://www.ozdemiroglubaklava.com,"official_site,government,business_registry",official,-site:yelp.com -site:tripadvisor.com -site:facebook.com -site:instagram.com -site:doordash.com -site:ubereats.com -site:grubhub.com,baseline_wrong,P0_WEBSITE_BASELINE_WRONG,WEBSITE_BASELINE_WRONG,,AMBIGUOUS_WEBSITE,HARD
08f1ecba4972b364039b1dc77b0a0124,53ac511e498e02dbfa7eb179,website,http://www.ozdemiroglubalkava.com/,current,http://www.ozdemiroglubaklava.com,hybrid,False,True,http://www.ozdemiroglubalkava.com/,http://www.ozdemiroglubaklava.com,"official_site,government,business_registry",official,intitle:  contact OR locations -site:yelp.com -site:tripadvisor.com -site:facebook.com -site:instagram.com -site:doordash.com -site:ubereats.com -site:grubhub.com,baseline_wrong,P0_WEBSITE_BASELINE_WRONG,WEBSITE_BASELINE_WRONG,,AMBIGUOUS_WEBSITE,HARD
08f1ecba4972b364039b1dc77b0a0124,53ac511e498e02dbfa7eb179,website,http://www.ozdemiroglubalkava.com/,current,http://www.ozdemiroglubaklava.com,hybrid,False,True,http://www.ozdemiroglubalkava.com/,http://www.ozdemiroglubaklava.com,"official_site,government,business_registry",official,inurl:locations   contact,baseline_wrong,P0_WEBSITE_BASELINE_WRONG,WEBSITE_BASELINE_WRONG,,AMBIGUOUS_WEBSITE,HARD
08f1ecba4972b364039b1dc77b0a0124,53ac511e498e02dbfa7eb179,website,http://www.ozdemiroglubalkava.com/,current,http://www.ozdemiroglubaklava.com,hybrid,False,True,http://www.ozdemiroglubalkava.com/,http://www.ozdemiroglubaklava.com,"official_site,government,business_registry",official,official website -site:yelp.com -site:tripadvisor.com -site:facebook.com -site:instagram.com -site:doordash.com -site:ubereats.com -site:grubhub.com,baseline_wrong,P0_WEBSITE_BASELINE_WRONG,WEBSITE_BASELINE_WRONG,,AMBIGUOUS_WEBSITE,HARD
