id,base_id,attribute,truth,truth_source,prediction,baseline,correct,needs_evidence,current_value,base_value,preferred_sources,layer,query,priority,priority_bucket,case_type_guess,identity_label_guess,website_label_guess,difficulty
08f12db34575e253037b6f6469146181,5058991a5d24dabaa9bc716a,website,https://www.coinstar.com/kiosk-info?KioskId=23403,current,http://www.coinstar.com,hybrid,False,True,https://www.coinstar.com/kiosk-info?KioskId=23403,http://www.coinstar.com,"official_site,government,business_registry",official,inurl:locations   contact,baseline_wrong,P0_WEBSITE_BASELINE_WRONG,WEBSITE_BASELINE_WRONG,,AMBIGUOUS_WEBSITE,HARD
08f12db34575e253037b6f6469146181,5058991a5d24dabaa9bc716a,website,https://www.coinstar.com/kiosk-info?KioskId=23403,current,http://www.coinstar.com,hybrid,False,True,https://www.coinstar.com/kiosk-info?KioskId=23403,http://www.coinstar.com,"official_site,government,business_registry",official,official website -site:yelp.com -site:tripadvisor.com -site:facebook.com -site:instagram.com -site:doordash.com -site:ubereats.com -site:grubhub.com,baseline_wrong,P0_WEBSITE_BASELINE_WRONG,WEBSITE_BASELINE_WRONG,,AMBIGUOUS_WEBSITE,HARD
08f12db34575e253037b6f6469146181,5058991a5d24dabaa9bc716a,website,https://www.coinstar.com/kiosk-info?KioskId=23403,current,http://www.coinstar.com,hybrid,False,True,https://www.coinstar.com/kiosk-info?KioskId=23403,http://www.coinstar.com,"official_site,government,business_registry",official,site:.gov   business license OR registry,baseline_wrong,P0_WEBSITE_BASELINE_WRONG,WEBSITE_BASELINE_WRONG,,AMBIGUOUS_WEBSITE,HARD
08f12db34575e253037b6f6469146181,5058991a5d24dabaa9bc716a,website,https://www.coinstar.com/kiosk-info?KioskId=23403,current,http://www.coinstar.com,hybrid,False,True,https://www.coinstar.com/kiosk-info?KioskId=23403,http://www.coinstar.com,"official_site,government,business_registry",official,site:bbb.org,baseline_wrong,P0_WEBSITE_BASELINE_WRONG,WEBSITE_BASELINE_WRONG,,AMBIGUOUS_WEBSITE,HARD
08f186549e3445160349ba90d3aa7e20,a3cb0b4e7cfd4724893c921c,website,http://www.vesqual-constructeur.com/,current,http://www.vesqual-constructeur.fr,hybrid,False,True,http://www.vesqual-constructeur.com/,http://www.vesqual-constructeur.fr,"official_site,government,business_registry",official,-site:yelp.com -site:tripadvisor.com -site:facebook.com -site:instagram.com -site:doordash.com -site:ubereats.com -site:grubhub.com,baseline_wrong,P0_WEBSITE_BASELINE_WRONG,WEBSITE_BASELINE_WRONG,,AMBIGUOUS_WEBSITE,HARD
08f186549e3445160349ba90d3aa7e20,a3cb0b4e7cfd4724893c921c,website,http://www.vesqual-constructeur.com/,current,http://www.vesqual-constructeur.fr,hybrid,False,True,http://www.vesqual-constructeur.com/,http://www.vesqual-constructeur.fr,"official_site,government,business_registry",official,intitle:  contact OR locations -site:yelp.com -site:tripadvisor.com -site:facebook.com -site:instagram.com -site:doordash.com -site:ubereats.com -site:grubhub.com,baseline_wrong,P0_WEBSITE_BASELINE_WRONG,WEBSITE_BASELINE_WRONG,,AMBIGUOUS_WEBSITE,HARD
08f186549e3445160349ba90d3aa7e20,a3cb0b4e7cfd4724893c921c,website,http://www.vesqual-constructeur.com/,current,http://www.vesqual-constructeur.fr,hybrid,False,True,http://www.vesqual-constructeur.com/,http://www.vesqual-constructeur.fr,"official_site,government,business_registry",official,inurl:locations   contact,baseline_wrong,P0_WEBSITE_BASELINE_WRONG,WEBSITE_BASELINE_WRONG,,AMBIGUOUS_WEBSITE,HARD
08f186549e3445160349ba90d3aa7e20,a3cb0b4e7cfd4724893c921c,website,http://www.vesqual-constructeur.com/,current,http://www.vesqual-constructeur.fr,hybrid,False,True,http://www.vesqual-constructeur.com/,http://www.vesqual-constructeur.fr,"official_site,government,business_registry",official,official website -site:yelp.com -site:tripadvisor.com -site:facebook.com -site:instagram.com -site:doordash.com -site:ubereats.com -site:grubhub.com,baseline_wrong,P0_WEBSITE_BASELINE_WRONG,WEBSITE_BASELINE_WRONG,,AMBIGUOUS_WEBSITE,HARD
08f186549e3445160349ba90d3aa7e20,a3cb0b4e7cfd4724893c921c,website,http://www.vesqual-constructeur.com/,current,http://www.vesqual-constructeur.fr,hybrid,False,True,http://www.vesqual-constructeur.com/,http://www.vesqual-constructeur.fr,"official_site,government,business_registry",official,site:.gov   business license OR registry,baseline_wrong,P0_WEBSITE_BASELINE_WRONG,WEBSITE_BASELINE_WRONG,,AMBIGUOUS_WEBSITE,HARD
08f186549e3445160349ba90d3aa7e20,a3cb0b4e7cfd4724893c921c,website,http://www.vesqual-constructeur.com/,current,http://www.vesqual-constructeur.fr,hybrid,False,True,http://www.vesqual-constructeur.com/,http://www.vesqual-constructeur.fr,"official_site,government,business_registry",official,site:bbb.org,baseline_wrong,P0_WEBSITE_BASELINE_WRONG,WEBSITE_BASELINE_WRONG,,AMBIGUOUS_WEBSITE,HARD
08f186b554c4e0ce03502e62836c2157,72970281de2c4bc945433c1d,website,http://www.collegechastang.fr/,current,http://etab.ac-poitiers.fr/coll-st-genis,hybrid,False,True,http://www.collegechastang.fr/,http://etab.ac-poitiers.fr/coll-st-genis,"official_site,government,business_registry",official,-site:yelp.com -site:tripadvisor.com -site:facebook.com -site:instagram.com -site:doordash.com -site:ubereats.com -site:grubhub.com,baseline_wrong,P0_WEBSITE_BASELINE_WRONG,WEBSITE_BASELINE_WRONG,,AMBIGUOUS_WEBSITE,HARD
08f186b554c4e0ce03502e62836c2157,72970281de2c4bc945433c1d,website,http://www.collegechastang.fr/,current,http://etab.ac-poitiers.fr/coll-st-genis,hybrid,False,True,http://www.collegechastang.fr/,http://etab.ac-poitiers.fr/coll-st-genis,"official_site,government,business_registry",official,intitle:  contact OR locations -site:yelp.com -site:tripadvisor.com -site:facebook.com -site:instagram.com -site:doordash.com -site:ubereats.com -site:grubhub.com,baseline_wrong,P0_WEBSITE_BASELINE_WRONG,WEBSITE_BASELINE_WRONG,,AMBIGUOUS_WEBSITE,HARD
